cell_name	average_expression	binary_call	time_point_expression
ABalppppp	-1643	0	-2324,-171,1112,-1410,24,-1931,162,1277,-1227,-2281,20,-3174,-609,-1726,-897,-719,-468,-1487,-2604,-5439,-3941,-2668,-4121,-5551,361,-2744,-2091,-2392,-2493,-1393,-36
ABalpppppa	-1401	0	-698,-124,-3586,-3021,351,478,-2625,-901,2184,-1801,2372,-1934,-1225,-2560,-1068,-3613,-2675,-3200,-4166,-4396,-413,1583,-5097,-2349,-2399,-754,-1754,712,-1255,1507,-3669,-998,12,-557
ABalpppppp	-794	0	-123,-891,354,-2336,-1205,-1348,-2323,-3554,1568,3836,296,-1518,-1425,-1492,1050,3225,2219,-1247,-2398,-5427,463,1917,2066,-2594,1008,-3597,-1510,782,-3101,-2862,-1758,230,-2902,-2405
ABar	-911	0	-1644,-1125,-45,-349,-1133,-496,-966,-838,-1477,-1482,-466
ABara	-585	0	-537,-862,-732,313,-73,-842,-1226,-104,-1253,-170,-48,-928,-1146
ABaraa	-524	0	352,-1806,-1922,-719,49,-833,588,-154,684,-1104,-2206,10,-436,-507,-733,-473,890,-1774,-1543,1155
ABaraaa	1143	0	-1855,-3683,-636,-677,1012,423,1271,556,1720,1171,401,1810,2137,1161,2592,2974,3068,3808,1346,2864,1989,1690
ABaraaaa	9427	1	1327,4125,2470,1927,2447,1422,4315,5154,5934,3574,5267,3784,9037,12124,9735,10272,10489,13279,11083,16523,13235,15362,15177,16807,18465,19734,17023,13843,13524,11911,2862
ABaraaaaa	26747	1	4328,3868,13208,17267,16451,25747,21706,26968,22587,25371,27438,31903,25345,29008,28117,24918,24252,30160,26318,32822,35565,35460,30074,38114,36420,28174,31574,36823,29853,25284,30464,36423,35026,32197,34692,34602,30328,24510,25448,11296,16509
ABaraaaaaa	30231	1	11915,18930,24547,26651,27120,36744,33454,35868,33908,37938,37347,41023,27743,25707,36831,23282,34918
ABaraaaaap	27033	1	-600,17112,18855,21613,30693,31084,29147,37593,37346,32490,28648,32343,29630,27454,23943,29540,32678
ABaraaaap	20176	1	1658,6579,9532,6704,4525,10266,20585,17795,13344,14852,15034,17031,25572,14995,18244,21310,19689,22452,20029,21487,22250,16726,20243,25292,27140,16271,18201,23995,15521,26396,34054,28404,29713,20490,30636,31026,32164,27230,30714,25182,27483,23319,27571,14486,11724
ABaraaaapa	27921	1	13284,11529,19906,27062,34752,25720,33367,28366,32214,33791,38254,31572,33156
ABaraaaapp	21881	1	9370,12655,13551,20089,18059,29290,26471,34755,26375,21599,25181,24674,22378
ABaraaap	8107	1	1587,2777,2952,3912,3760,4657,6632,5425,5815,5399,9200,8684,9737,9206,6462,11686,10545,11232,10666,12623,15145,13683,13668,12196,9488,3646
